Employee ID,Name,Age,Department,Salary,Performance Score,Years at Company,Promotion Status,,,,,,,,,,,
3498,Employee_2498,22,Finance,62015,4.3,2,Yes,,,,,,,,,,,
3499,Employee_2499,24,Finance,103873,4.3,10,Yes,,,,,,,,,,,
3500,Employee_2500,33,Marketing,148075,4.1,28,No,,,,,,,,,,,
3501,Employee_2501,56,Sales,125736,3.4,3,No,,,,,,,,,,,
3502,Employee_2502,33,HR,72157,3.2,22,Yes,,,,,,,,,,,
3503,Employee_2503,51,HR,128495,3.2,5,Yes,,,,,,,,,,,
3504,Employee_2504,30,Support,92404,5,24,Yes,,,,,,,,,,,
3505,Employee_2505,33,Support,93703,2.5,7,No,,,,,,,,,,,
3506,Employee_2506,27,Finance,86186,4.7,8,Yes,,,,,,,,,,,
3507,Employee_2507,27,Support,83177,4.7,23,Yes,,,,,,,,,,,
3508,Employee_2508,50,Marketing,54905,3.9,28,No,,,,,,,,,,,
3509,Employee_2509,23,Marketing,106694,3.9,1,Yes,,,,,,,,,,,
3510,Employee_2510,23,Support,145564,4.1,30,Yes,,,,,,,,,,,
3511,Employee_2511,39,Operations,88031,3.9,19,Yes,,,,,,,,,,,
3512,Employee_2512,58,IT,148560,5,26,No,,,,,,,,,,,
3513,Employee_2513,34,Marketing,80152,4.2,22,No,,,,,,,,,,,
3514,Employee_2514,43,Finance,97226,4.6,22,Yes,,,,,,,,,,,
3515,Employee_2515,41,Operations,103757,4.1,8,Yes,,,,,,,,,,,
3516,Employee_2516,47,Marketing,93226,4.5,12,No,,,,,,,,,,,
3517,Employee_2517,50,HR,135327,4.9,23,No,,,,,,,,,,,
3518,Employee_2518,33,Finance,137081,3.7,21,Yes,,,,,,,,,,,
3519,Employee_2519,51,Sales,76114,4.7,10,No,,,,,,,,,,,
3520,Employee_2520,56,Support,94450,4.1,1,Yes,,,,,,,,,,,
3521,Employee_2521,38,Finance,71750,4.9,7,No,,,,,,,,,,,
3522,Employee_2522,41,Support,140320,4,4,No,,,,,,,,,,,
3523,Employee_2523,39,Marketing,58492,4.7,3,No,,,,,,,,,,,
3524,Employee_2524,53,Support,71649,3.8,5,No,,,,,,,,,,,
3525,Employee_2525,47,Operations,143640,3.2,26,Yes,,,,,,,,,,,
3526,Employee_2526,44,HR,51423,4.3,21,No,,,,,,,,,,,
3527,Employee_2527,59,IT,65217,2.7,9,Yes,,,,,,,,,,,
3528,Employee_2528,25,Finance,95384,4.9,30,Yes,,,,,,,,,,,
3529,Employee_2529,36,HR,103415,4.2,7,Yes,,,,,,,,,,,
3530,Employee_2530,43,Sales,99680,2.9,9,Yes,,,,,,,,,,,
3531,Employee_2531,23,HR,91908,3.7,25,Yes,,,,,,,,,,,
3532,Employee_2532,47,IT,133413,4.6,9,No,,,,,,,,,,,
3533,Employee_2533,53,Support,148938,3.6,18,No,,,,,,,,,,,
3534,Employee_2534,24,Operations,63013,3.3,29,Yes,,,,,,,,,,,
3535,Employee_2535,55,Marketing,71861,3.5,4,No,,,,,,,,,,,
3536,Employee_2536,38,Support,112224,3.5,10,Yes,,,,,,,,,,,
3537,Employee_2537,46,Marketing,117432,3.5,28,No,,,,,,,,,,,
3538,Employee_2538,23,Marketing,95128,4.3,4,No,,,,,,,,,,,
3539,Employee_2539,38,Sales,123128,2.9,29,Yes,,,,,,,,,,,
3540,Employee_2540,51,HR,90794,4.4,7,No,,,,,,,,,,,
3541,Employee_2541,41,Marketing,134754,3.1,22,No,,,,,,,,,,,
3542,Employee_2542,40,Marketing,79251,3.9,14,Yes,,,,,,,,,,,
3543,Employee_2543,40,Operations,49842,4.2,6,No,,,,,,,,,,,
3544,Employee_2544,59,Sales,76875,3.5,1,No,,,,,,,,,,,
3545,Employee_2545,45,IT,148900,3.3,7,Yes,,,,,,,,,,,
3546,Employee_2546,23,Support,55270,3,14,Yes,,,,,,,,,,,
3547,Employee_2547,42,Marketing,99010,3.8,10,Yes,,,,,,,,,,,
3548,Employee_2548,56,Finance,115316,4.2,11,Yes,,,,,,,,,,,
3549,Employee_2549,49,Operations,117787,3.2,3,No,,,,,,,,,,,
3550,Employee_2550,40,Operations,133000,2.9,18,Yes,,,,,,,,,,,
3551,Employee_2551,32,HR,126599,4.7,27,Yes,,,,,,,,,,,
3552,Employee_2552,33,Sales,62594,3.5,8,Yes,,,,,,,,,,,
3553,Employee_2553,51,Sales,41515,3.3,15,Yes,,,,,,,,,,,
3554,Employee_2554,25,Operations,123428,2.6,19,Yes,,,,,,,,,,,
3555,Employee_2555,52,HR,109287,4.7,18,Yes,,,,,,,,,,,
3556,Employee_2556,44,Marketing,46268,3.2,26,No,,,,,,,,,,,
3557,Employee_2557,49,Sales,101941,3.4,6,No,,,,,,,,,,,
3558,Employee_2558,35,Sales,147410,5,27,No,,,,,,,,,,,
3559,Employee_2559,23,Sales,122457,3.2,2,Yes,,,,,,,,,,,
3560,Employee_2560,42,Finance,114945,4.7,28,No,,,,,,,,,,,
3561,Employee_2561,26,IT,127264,4.8,4,Yes,,,,,,,,,,,
3562,Employee_2562,49,Marketing,128739,3.9,2,Yes,,,,,,,,,,,
3563,Employee_2563,48,HR,141468,4.6,16,No,,,,,,,,,,,
3564,Employee_2564,43,IT,94015,4.7,7,Yes,,,,,,,,,,,
3565,Employee_2565,49,Support,68946,4.8,19,No,,,,,,,,,,,
3566,Employee_2566,52,HR,114785,3.9,12,Yes,,,,,,,,,,,
3567,Employee_2567,28,Sales,67003,4.9,22,No,,,,,,,,,,,
3568,Employee_2568,48,Sales,129255,3.6,7,No,,,,,,,,,,,
3569,Employee_2569,60,Support,145521,3.4,5,Yes,,,,,,,,,,,
3570,Employee_2570,28,HR,55960,3.3,13,Yes,,,,,,,,,,,
3571,Employee_2571,53,Finance,116086,4.9,2,No,,,,,,,,,,,
3572,Employee_2572,52,HR,122697,3.4,21,Yes,,,,,,,,,,,
3573,Employee_2573,53,Support,41229,4.4,25,Yes,,,,,,,,,,,
3574,Employee_2574,27,HR,110170,3.6,25,No,,,,,,,,,,,
3575,Employee_2575,27,Support,48584,3.5,6,No,,,,,,,,,,,
3576,Employee_2576,27,Finance,94388,3.5,25,Yes,,,,,,,,,,,
3577,Employee_2577,37,HR,101097,3,12,Yes,,,,,,,,,,,
3578,Employee_2578,25,HR,56839,2.8,23,Yes,,,,,,,,,,,
3579,Employee_2579,57,IT,106454,3.4,14,Yes,,,,,,,,,,,
3580,Employee_2580,59,IT,48417,4.2,4,No,,,,,,,,,,,
3581,Employee_2581,58,Support,45951,4,11,Yes,,,,,,,,,,,
3582,Employee_2582,47,Sales,57192,3.7,2,Yes,,,,,,,,,,,
3583,Employee_2583,31,IT,69782,4.2,18,No,,,,,,,,,,,
3584,Employee_2584,50,IT,107823,4.5,3,No,,,,,,,,,,,
3585,Employee_2585,56,Finance,149191,3.9,21,No,,,,,,,,,,,
3586,Employee_2586,60,Sales,97474,3,8,Yes,,,,,,,,,,,
3587,Employee_2587,57,IT,74125,4.7,23,No,,,,,,,,,,,
3588,Employee_2588,32,Operations,43675,4.6,12,No,,,,,,,,,,,
3589,Employee_2589,42,Finance,81009,4,3,Yes,,,,,,,,,,,
3590,Employee_2590,49,Finance,57828,4.4,30,No,,,,,,,,,,,
3591,Employee_2591,44,Sales,66615,4.1,24,Yes,,,,,,,,,,,
3592,Employee_2592,51,Finance,123517,4.3,19,Yes,,,,,,,,,,,
3593,Employee_2593,33,Marketing,101840,3.3,16,No,,,,,,,,,,,
3594,Employee_2594,22,Operations,73202,2.9,10,Yes,,,,,,,,,,,
3595,Employee_2595,29,HR,93147,4,24,Yes,,,,,,,,,,,
3596,Employee_2596,35,Marketing,131484,4.7,2,Yes,,,,,,,,,,,
3597,Employee_2597,51,HR,110258,4,7,Yes,,,,,,,,,,,
3598,Employee_2598,23,IT,127838,4.2,22,Yes,,,,,,,,,,,
3599,Employee_2599,56,HR,137293,4.2,27,Yes,,,,,,,,,,,
3600,Employee_2600,32,Sales,99812,4.9,22,No,,,,,,,,,,,
3601,Employee_2601,35,HR,142377,5,4,Yes,,,,,,,,,,,
3602,Employee_2602,54,Marketing,136297,4.9,2,Yes,,,,,,,,,,,
3603,Employee_2603,24,HR,117333,2.7,4,Yes,,,,,,,,,,,
3604,Employee_2604,49,Marketing,107517,4.4,11,No,,,,,,,,,,,
3605,Employee_2605,42,Marketing,51252,2.9,9,No,,,,,,,,,,,
3606,Employee_2606,37,Finance,142561,4.2,12,No,,,,,,,,,,,
3607,Employee_2607,54,Finance,61081,4.4,27,No,,,,,,,,,,,
3608,Employee_2608,52,HR,47008,3.8,8,No,,,,,,,,,,,
3609,Employee_2609,60,Support,50020,3.7,16,No,,,,,,,,,,,
3610,Employee_2610,47,Support,50718,3.3,23,Yes,,,,,,,,,,,
3611,Employee_2611,23,Sales,101721,3.9,7,Yes,,,,,,,,,,,
3612,Employee_2612,45,IT,95198,2.8,8,Yes,,,,,,,,,,,
3613,Employee_2613,57,HR,80291,4.7,7,Yes,,,,,,,,,,,
3614,Employee_2614,44,Marketing,132299,3.3,10,No,,,,,,,,,,,
3615,Employee_2615,52,IT,100828,2.7,13,No,,,,,,,,,,,
3616,Employee_2616,42,Finance,96208,4.8,7,No,,,,,,,,,,,
3617,Employee_2617,47,Marketing,127215,5,20,No,,,,,,,,,,,
3618,Employee_2618,54,IT,125684,3.8,18,No,,,,,,,,,,,
3619,Employee_2619,52,Finance,81596,3.6,25,Yes,,,,,,,,,,,
3620,Employee_2620,55,Operations,131899,2.8,12,Yes,,,,,,,,,,,
3621,Employee_2621,22,Support,48169,4.9,9,No,,,,,,,,,,,
3622,Employee_2622,38,HR,125570,3,25,Yes,,,,,,,,,,,
3623,Employee_2623,54,Sales,147617,4.2,19,Yes,,,,,,,,,,,
3624,Employee_2624,58,Finance,140831,4.1,25,Yes,,,,,,,,,,,
3625,Employee_2625,44,HR,126893,4.4,17,Yes,,,,,,,,,,,
3626,Employee_2626,28,Finance,61406,4.7,25,No,,,,,,,,,,,
3627,Employee_2627,39,HR,55134,3.5,16,No,,,,,,,,,,,
3628,Employee_2628,60,Sales,141360,4.6,12,Yes,,,,,,,,,,,
3629,Employee_2629,54,IT,118531,4.5,14,Yes,,,,,,,,,,,
3630,Employee_2630,44,Support,40963,4.1,1,No,,,,,,,,,,,
3631,Employee_2631,50,Support,50995,4.5,12,No,,,,,,,,,,,
3632,Employee_2632,36,Finance,85614,4.5,27,Yes,,,,,,,,,,,
3633,Employee_2633,49,Operations,84271,3,5,No,,,,,,,,,,,
3634,Employee_2634,53,Operations,129574,3.7,5,No,,,,,,,,,,,
3635,Employee_2635,45,HR,148168,2.8,20,No,,,,,,,,,,,
3636,Employee_2636,26,Sales,127414,3.1,23,No,,,,,,,,,,,
3637,Employee_2637,27,Support,103690,2.9,28,Yes,,,,,,,,,,,
3638,Employee_2638,54,Support,43027,3.5,21,Yes,,,,,,,,,,,
3639,Employee_2639,38,Marketing,149498,4.1,12,No,,,,,,,,,,,
3640,Employee_2640,60,Sales,67397,3.3,24,Yes,,,,,,,,,,,
3641,Employee_2641,52,Operations,124489,4.4,1,No,,,,,,,,,,,
3642,Employee_2642,60,IT,83815,2.7,13,No,,,,,,,,,,,
3643,Employee_2643,55,IT,90133,3.1,12,Yes,,,,,,,,,,,
3644,Employee_2644,50,Operations,80936,2.9,10,Yes,,,,,,,,,,,
3645,Employee_2645,54,Sales,52223,4.6,16,No,,,,,,,,,,,
3646,Employee_2646,24,Finance,48779,4.1,14,Yes,,,,,,,,,,,
3647,Employee_2647,25,HR,143882,4,11,Yes,,,,,,,,,,,
3648,Employee_2648,39,Finance,113593,3.9,12,No,,,,,,,,,,,
3649,Employee_2649,50,Sales,132170,4.4,5,Yes,,,,,,,,,,,
3650,Employee_2650,47,Sales,126777,3.4,18,Yes,,,,,,,,,,,
3651,Employee_2651,31,Operations,48958,4.7,11,Yes,,,,,,,,,,,
3652,Employee_2652,28,Operations,141407,4.5,23,No,,,,,,,,,,,
3653,Employee_2653,49,HR,129525,4.6,25,Yes,,,,,,,,,,,
3654,Employee_2654,52,Marketing,144979,4.6,30,Yes,,,,,,,,,,,
3655,Employee_2655,42,Sales,134016,4.2,29,No,,,,,,,,,,,
3656,Employee_2656,60,IT,75105,4.9,10,No,,,,,,,,,,,
3657,Employee_2657,34,Marketing,81846,3.1,13,No,,,,,,,,,,,
3658,Employee_2658,29,Finance,97437,4.4,20,Yes,,,,,,,,,,,
3659,Employee_2659,34,Marketing,74545,3.1,16,No,,,,,,,,,,,
3660,Employee_2660,42,HR,121705,4.1,8,No,,,,,,,,,,,
3661,Employee_2661,26,Sales,106471,3.4,11,No,,,,,,,,,,,
3662,Employee_2662,24,Support,99599,4,11,No,,,,,,,,,,,
3663,Employee_2663,51,Sales,124967,4.1,18,Yes,,,,,,,,,,,
3664,Employee_2664,46,IT,78853,2.9,15,Yes,,,,,,,,,,,
3665,Employee_2665,53,HR,111568,4.5,13,Yes,,,,,,,,,,,
3666,Employee_2666,58,HR,139945,2.8,6,No,,,,,,,,,,,
3667,Employee_2667,23,Operations,128176,4.1,24,Yes,,,,,,,,,,,
3668,Employee_2668,32,IT,116784,4.8,5,Yes,,,,,,,,,,,
3669,Employee_2669,42,Marketing,117004,2.7,26,Yes,,,,,,,,,,,
3670,Employee_2670,48,Support,74051,3.9,21,Yes,,,,,,,,,,,
3671,Employee_2671,49,Operations,42023,4.1,26,No,,,,,,,,,,,
3672,Employee_2672,57,Finance,67053,4.5,6,Yes,,,,,,,,,,,
3673,Employee_2673,39,Marketing,132065,4.3,8,No,,,,,,,,,,,
3674,Employee_2674,23,Support,121892,4.7,3,No,,,,,,,,,,,
3675,Employee_2675,47,Marketing,119722,3,14,No,,,,,,,,,,,
3676,Employee_2676,24,Finance,65398,2.6,8,Yes,,,,,,,,,,,
3677,Employee_2677,41,Operations,63225,3.8,23,Yes,,,,,,,,,,,
3678,Employee_2678,23,Marketing,147408,3.3,9,No,,,,,,,,,,,
3679,Employee_2679,58,Operations,126125,3.8,26,No,,,,,,,,,,,
3680,Employee_2680,52,HR,58442,3.7,10,No,,,,,,,,,,,
3681,Employee_2681,48,Sales,47930,3.2,13,No,,,,,,,,,,,
3682,Employee_2682,35,IT,114940,4.1,29,Yes,,,,,,,,,,,
3683,Employee_2683,24,Sales,114525,4.3,4,No,,,,,,,,,,,
3684,Employee_2684,24,Finance,44684,4.4,15,No,,,,,,,,,,,
3685,Employee_2685,36,Marketing,70120,3.1,20,Yes,,,,,,,,,,,
3686,Employee_2686,53,Support,106028,3.6,3,No,,,,,,,,,,,
3687,Employee_2687,55,Operations,80174,4.5,27,No,,,,,,,,,,,
3688,Employee_2688,48,Marketing,83658,3.8,2,Yes,,,,,,,,,,,
3689,Employee_2689,26,Sales,144179,2.8,15,Yes,,,,,,,,,,,
3690,Employee_2690,52,HR,119456,4.7,6,Yes,,,,,,,,,,,
3691,Employee_2691,38,Finance,108071,2.6,10,Yes,,,,,,,,,,,
3692,Employee_2692,35,Operations,132678,3.7,30,No,,,,,,,,,,,
3693,Employee_2693,55,Support,146650,3.1,28,No,,,,,,,,,,,
3694,Employee_2694,34,Finance,103002,3.7,29,Yes,,,,,,,,,,,
3695,Employee_2695,38,Operations,71233,3.9,14,Yes,,,,,,,,,,,
3696,Employee_2696,50,Support,63255,2.7,15,Yes,,,,,,,,,,,
3697,Employee_2697,50,Support,111808,2.8,25,No,,,,,,,,,,,
3698,Employee_2698,23,Sales,126927,4.7,7,No,,,,,,,,,,,
3699,Employee_2699,26,Sales,67906,4.5,14,No,,,,,,,,,,,
3700,Employee_2700,26,Sales,48218,4,26,No,,,,,,,,,,,
3701,Employee_2701,29,IT,145543,4.9,14,No,,,,,,,,,,,
3702,Employee_2702,56,Operations,113420,3.8,20,Yes,,,,,,,,,,,
3703,Employee_2703,26,IT,72646,3.2,9,Yes,,,,,,,,,,,
3704,Employee_2704,57,Support,51456,4.6,20,No,,,,,,,,,,,
3705,Employee_2705,43,Marketing,61118,4.1,30,No,,,,,,,,,,,
3706,Employee_2706,33,Operations,120892,3.1,29,Yes,,,,,,,,,,,
3707,Employee_2707,32,Finance,70989,3.8,5,Yes,,,,,,,,,,,
3708,Employee_2708,51,Marketing,101457,3.6,8,No,,,,,,,,,,,
3709,Employee_2709,25,Marketing,105918,3.2,22,Yes,,,,,,,,,,,
3710,Employee_2710,50,Support,92325,2.6,27,Yes,,,,,,,,,,,
3711,Employee_2711,31,Finance,77736,4.9,10,Yes,,,,,,,,,,,
3712,Employee_2712,55,Finance,96749,4.6,10,No,,,,,,,,,,,
3713,Employee_2713,23,Finance,112079,4.9,1,No,,,,,,,,,,,
3714,Employee_2714,45,IT,48391,3,16,Yes,,,,,,,,,,,
3715,Employee_2715,48,Finance,63880,2.9,18,Yes,,,,,,,,,,,
3716,Employee_2716,27,Finance,62156,3.5,8,No,,,,,,,,,,,
3717,Employee_2717,38,HR,89490,3.2,3,No,,,,,,,,,,,
3718,Employee_2718,54,Marketing,56716,3.5,19,Yes,,,,,,,,,,,
3719,Employee_2719,59,Operations,138017,5,23,Yes,,,,,,,,,,,
3720,Employee_2720,56,IT,103186,4.1,8,No,,,,,,,,,,,
3721,Employee_2721,24,Sales,145916,2.9,11,Yes,,,,,,,,,,,
3722,Employee_2722,55,Marketing,124622,2.5,1,No,,,,,,,,,,,
3723,Employee_2723,25,Operations,65421,4.3,18,No,,,,,,,,,,,
3724,Employee_2724,31,Sales,86568,2.5,24,No,,,,,,,,,,,
3725,Employee_2725,26,IT,70803,3,19,Yes,,,,,,,,,,,
3726,Employee_2726,33,Marketing,49521,4.6,9,No,,,,,,,,,,,
3727,Employee_2727,55,Support,99525,3.1,2,No,,,,,,,,,,,
3728,Employee_2728,35,Finance,63741,3.9,15,No,,,,,,,,,,,
3729,Employee_2729,25,IT,149747,4.8,30,Yes,,,,,,,,,,,
3730,Employee_2730,23,IT,86316,3.8,26,Yes,,,,,,,,,,,
3731,Employee_2731,24,Finance,119335,3.1,17,Yes,,,,,,,,,,,
3732,Employee_2732,57,Support,137141,3.9,28,No,,,,,,,,,,,
3733,Employee_2733,45,Sales,72976,3.7,19,Yes,,,,,,,,,,,
3734,Employee_2734,42,Marketing,130633,2.7,29,Yes,,,,,,,,,,,
3735,Employee_2735,22,Support,70113,4.4,23,No,,,,,,,,,,,
3736,Employee_2736,52,Support,72564,5,28,No,,,,,,,,,,,
3737,Employee_2737,40,Marketing,55567,4.5,8,No,,,,,,,,,,,
3738,Employee_2738,26,Operations,92223,3.5,14,Yes,,,,,,,,,,,
3739,Employee_2739,50,HR,123138,4.8,6,No,,,,,,,,,,,
3740,Employee_2740,34,Marketing,46934,2.6,15,Yes,,,,,,,,,,,
3741,Employee_2741,55,Support,76822,4.7,27,No,,,,,,,,,,,
3742,Employee_2742,51,Support,53829,2.7,21,Yes,,,,,,,,,,,
3743,Employee_2743,46,Support,90940,4.1,9,Yes,,,,,,,,,,,
3744,Employee_2744,58,Sales,112289,3.5,2,No,,,,,,,,,,,
3745,Employee_2745,44,IT,59927,2.8,2,Yes,,,,,,,,,,,
3746,Employee_2746,29,HR,112938,4.4,13,No,,,,,,,,,,,
3747,Employee_2747,32,Operations,59978,4.4,15,Yes,,,,,,,,,,,
3748,Employee_2748,22,Marketing,47171,2.8,15,No,,,,,,,,,,,
3749,Employee_2749,32,Operations,46194,4.4,29,No,,,,,,,,,,,
3750,Employee_2750,41,Marketing,107426,3.7,18,No,,,,,,,,,,,
3751,Employee_2751,33,Sales,145118,3.8,30,Yes,,,,,,,,,,,
3752,Employee_2752,34,HR,79396,3,1,Yes,,,,,,,,,,,
3753,Employee_2753,43,Operations,81567,3.5,10,No,,,,,,,,,,,
3754,Employee_2754,30,Operations,56806,3.2,3,No,,,,,,,,,,,
3755,Employee_2755,45,Operations,55622,4.5,3,No,,,,,,,,,,,
3756,Employee_2756,24,Finance,71173,4,7,No,,,,,,,,,,,
3757,Employee_2757,22,Sales,119939,2.7,10,Yes,,,,,,,,,,,
3758,Employee_2758,30,IT,81908,4.5,9,No,,,,,,,,,,,
3759,Employee_2759,46,Finance,102566,3.7,23,Yes,,,,,,,,,,,
3760,Employee_2760,38,IT,127563,3.1,3,Yes,,,,,,,,,,,
3761,Employee_2761,55,Support,43426,5,10,Yes,,,,,,,,,,,
3762,Employee_2762,42,Sales,68292,3.6,1,No,,,,,,,,,,,
3763,Employee_2763,27,HR,56866,3.4,24,No,,,,,,,,,,,
3764,Employee_2764,31,HR,83783,2.8,22,Yes,,,,,,,,,,,
3765,Employee_2765,37,Support,109572,3.1,8,Yes,,,,,,,,,,,
3766,Employee_2766,59,Marketing,138860,4.8,14,Yes,,,,,,,,,,,
3767,Employee_2767,28,Finance,73866,3.4,14,Yes,,,,,,,,,,,
3768,Employee_2768,60,Finance,76071,4.3,1,Yes,,,,,,,,,,,
3769,Employee_2769,27,Marketing,99838,4.7,4,No,,,,,,,,,,,
3770,Employee_2770,48,Operations,44161,3.4,28,No,,,,,,,,,,,
3771,Employee_2771,22,Operations,49900,4.5,10,Yes,,,,,,,,,,,
3772,Employee_2772,23,Marketing,129275,3.2,20,No,,,,,,,,,,,
3773,Employee_2773,35,Finance,131786,4.2,12,Yes,,,,,,,,,,,
3774,Employee_2774,35,HR,93176,3.3,6,No,,,,,,,,,,,
3775,Employee_2775,37,Marketing,87425,3.5,16,No,,,,,,,,,,,
3776,Employee_2776,27,HR,96150,2.7,14,Yes,,,,,,,,,,,
3777,Employee_2777,44,Finance,58079,2.5,15,No,,,,,,,,,,,
3778,Employee_2778,32,Support,103957,3.8,13,Yes,,,,,,,,,,,
3779,Employee_2779,60,Marketing,121177,4.1,24,Yes,,,,,,,,,,,
3780,Employee_2780,34,Operations,112063,2.8,21,Yes,,,,,,,,,,,
3781,Employee_2781,31,Support,133329,4.8,29,Yes,,,,,,,,,,,
3782,Employee_2782,23,Sales,76252,4.3,5,No,,,,,,,,,,,
3783,Employee_2783,38,IT,49337,4.8,8,No,,,,,,,,,,,
3784,Employee_2784,53,Finance,131221,3.8,28,No,,,,,,,,,,,
3785,Employee_2785,49,HR,40017,3.1,16,No,,,,,,,,,,,
3786,Employee_2786,28,Marketing,54374,2.6,24,Yes,,,,,,,,,,,
3787,Employee_2787,53,Sales,41524,4.2,7,No,,,,,,,,,,,
3788,Employee_2788,27,HR,89961,4.3,20,Yes,,,,,,,,,,,
3789,Employee_2789,32,Finance,100632,4.8,1,Yes,,,,,,,,,,,
3790,Employee_2790,52,Finance,148844,3.9,20,Yes,,,,,,,,,,,
3791,Employee_2791,60,Support,70936,4.1,2,Yes,,,,,,,,,,,
3792,Employee_2792,39,Marketing,117511,3.3,24,Yes,,,,,,,,,,,
3793,Employee_2793,54,IT,149601,4.5,15,No,,,,,,,,,,,
3794,Employee_2794,22,Sales,91685,3.6,15,Yes,,,,,,,,,,,
3795,Employee_2795,27,Support,147532,4,26,Yes,,,,,,,,,,,
3796,Employee_2796,47,Support,139052,4.7,18,Yes,,,,,,,,,,,
3797,Employee_2797,45,IT,121206,4.9,28,Yes,,,,,,,,,,,
3798,Employee_2798,33,Operations,128333,2.8,10,Yes,,,,,,,,,,,
3799,Employee_2799,27,IT,149517,4.8,14,Yes,,,,,,,,,,,
3800,Employee_2800,40,Operations,130757,4,2,Yes,,,,,,,,,,,
3801,Employee_2801,51,Operations,116469,2.6,7,No,,,,,,,,,,,
3802,Employee_2802,36,HR,42921,3.8,24,No,,,,,,,,,,,
3803,Employee_2803,53,Marketing,145479,4.7,7,Yes,,,,,,,,,,,
3804,Employee_2804,28,HR,107335,2.5,12,No,,,,,,,,,,,
3805,Employee_2805,57,Operations,117799,2.7,26,No,,,,,,,,,,,
3806,Employee_2806,52,Marketing,97943,4.4,24,No,,,,,,,,,,,
3807,Employee_2807,55,Support,74364,4.2,5,Yes,,,,,,,,,,,
3808,Employee_2808,30,HR,62119,2.9,8,Yes,,,,,,,,,,,
3809,Employee_2809,32,Support,114398,2.8,28,No,,,,,,,,,,,
3810,Employee_2810,25,Finance,141244,3.1,19,Yes,,,,,,,,,,,
3811,Employee_2811,25,Support,81341,3.9,23,Yes,,,,,,,,,,,
3812,Employee_2812,52,Sales,85357,4.3,23,No,,,,,,,,,,,
3813,Employee_2813,37,Support,78779,3.8,16,Yes,,,,,,,,,,,
3814,Employee_2814,48,Operations,73087,3.8,2,Yes,,,,,,,,,,,
3815,Employee_2815,54,Finance,148868,4.1,16,No,,,,,,,,,,,
3816,Employee_2816,51,HR,66440,3.3,22,Yes,,,,,,,,,,,
3817,Employee_2817,56,HR,79248,3,29,No,,,,,,,,,,,
3818,Employee_2818,47,Support,65269,2.8,22,Yes,,,,,,,,,,,
3819,Employee_2819,41,Operations,100166,4.1,5,Yes,,,,,,,,,,,
3820,Employee_2820,36,Sales,47954,3.4,21,No,,,,,,,,,,,
3821,Employee_2821,58,Finance,65653,3.9,14,Yes,,,,,,,,,,,
3822,Employee_2822,26,Finance,85616,3.1,1,No,,,,,,,,,,,
3823,Employee_2823,24,Sales,81884,4.1,5,No,,,,,,,,,,,
3824,Employee_2824,58,Sales,81893,2.8,30,Yes,,,,,,,,,,,
3825,Employee_2825,25,Finance,99888,2.5,16,No,,,,,,,,,,,
3826,Employee_2826,48,Support,145634,4.4,25,Yes,,,,,,,,,,,
3827,Employee_2827,44,IT,51971,3.8,9,No,,,,,,,,,,,
3828,Employee_2828,60,HR,90365,2.7,17,No,,,,,,,,,,,
3829,Employee_2829,33,Finance,60357,4.1,4,No,,,,,,,,,,,
3830,Employee_2830,60,Operations,60471,4.6,15,Yes,,,,,,,,,,,
3831,Employee_2831,39,IT,46738,2.6,29,Yes,,,,,,,,,,,
3832,Employee_2832,55,Support,84127,3.6,28,Yes,,,,,,,,,,,
3833,Employee_2833,44,Operations,67963,3.7,22,Yes,,,,,,,,,,,
3834,Employee_2834,38,Finance,115860,3.5,10,No,,,,,,,,,,,
3835,Employee_2835,33,Sales,64320,4.9,5,Yes,,,,,,,,,,,
3836,Employee_2836,49,Finance,128838,4.4,26,Yes,,,,,,,,,,,
3837,Employee_2837,41,HR,112992,2.6,18,No,,,,,,,,,,,
3838,Employee_2838,47,Finance,40103,4.7,23,No,,,,,,,,,,,
3839,Employee_2839,33,Finance,104057,3.2,21,No,,,,,,,,,,,
3840,Employee_2840,26,Marketing,149309,4.5,3,No,,,,,,,,,,,
3841,Employee_2841,41,Marketing,56599,3.5,23,No,,,,,,,,,,,
3842,Employee_2842,40,HR,51932,4.3,1,No,,,,,,,,,,,
3843,Employee_2843,54,IT,134193,3.3,20,Yes,,,,,,,,,,,
3844,Employee_2844,47,Finance,86840,3,27,Yes,,,,,,,,,,,
3845,Employee_2845,50,HR,49864,4.3,12,Yes,,,,,,,,,,,
3846,Employee_2846,37,HR,133598,3.6,6,Yes,,,,,,,,,,,
3847,Employee_2847,57,Sales,136986,2.5,29,Yes,,,,,,,,,,,
3848,Employee_2848,50,IT,47224,4.6,29,Yes,,,,,,,,,,,
3849,Employee_2849,35,Support,142140,3.1,2,No,,,,,,,,,,,
3850,Employee_2850,57,IT,79346,4.6,8,Yes,,,,,,,,,,,
3851,Employee_2851,34,Support,142694,4.8,30,No,,,,,,,,,,,
3852,Employee_2852,48,Finance,102880,4.1,5,Yes,,,,,,,,,,,
3853,Employee_2853,29,Operations,80032,4.2,14,Yes,,,,,,,,,,,
3854,Employee_2854,40,HR,119164,4.7,15,Yes,,,,,,,,,,,
3855,Employee_2855,32,Support,113343,4.6,26,No,,,,,,,,,,,
3856,Employee_2856,37,IT,41068,2.6,30,Yes,,,,,,,,,,,
3857,Employee_2857,37,HR,70296,4.1,6,Yes,,,,,,,,,,,
3858,Employee_2858,35,HR,125431,4.1,25,No,,,,,,,,,,,
